gloss,bbox,fps,frame_end,frame_start,instance_id,signer_id,source,split,url,variation_id,video_id
,351,25,-1,1,10,38,startasl,test,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/egypt.mp4,0,18523
,460,25,-1,1,11,45,signschool,test,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Egypt%202-YnvuDZ2eDdo.mp4,0,18524
,83,25,-1,1,13,21,asldeafined,train,https://media.asldeafined.com/vocabulary/1468348353.5153.mp4,0,18526
elevator,0,25,1151,1092,0,9,asl5200,train,https://www.youtube.com/watch?v=2oaCeSdHG-A,0,18785
,88,25,4538,4401,1,121,northtexas,train,https://www.youtube.com/watch?v=2DblIQ5n6xk,0,70195
,336,25,99,1,2,115,lillybauer,train,https://www.youtube.com/watch?v=tf5ZXLGyXII,0,68910
,69,25,-1,1,3,20,handspeak,val,https://www.handspeak.com/word/e/elevator-ca.mp4,0,18792
,29,25,-1,1,4,20,handspeak,train,https://www.handspeak.com/word/e/elevator-us.mp4,0,18793
,81,25,-1,1,7,10,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/22/22824.mp4,0,18796
,165,25,-1,1,9,94,aslsignbank,train,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/EL/ELEVATOR-2171.mp4,0,65621
,70,25,-1,1,10,37,spreadthesign,train,https://media.spreadthesign.com/video/mp4/13/456835.mp4,0,18788
,330,25,-1,1,12,5,aslu,val,https://www.youtube.com/watch?v=ztBZaV2yoxs,0,18799
,185,25,-1,1,14,12,aslsearch,test,http://www.aslsearch.com/signs/videos/elevator.mp4,0,18801
,394,25,-1,1,16,38,startasl,test,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/elevator.mp4,0,18790
,125,25,-1,1,17,21,asldeafined,train,https://media.asldeafined.com/vocabulary/1468348976.5055.mp4,0,18791
email,583,25,-1,1,1,32,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Email-w_xtcWTphsc.mp4,0,18873
,82,25,-1,1,2,21,asldeafined,train,https://media.asldeafined.com/vocabulary/1468207109.1561.mp4,0,18875
,61,25,-1,1,3,14,handspeak,train,https://www.handspeak.com/word/e/email.mp4,0,18876
,166,25,-1,1,4,95,aslsignbank,val,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/EM/EMAIL-2755.mp4,0,65625
,16,25,-1,1,5,14,handspeak,train,https://www.handspeak.com/word/e/email-noun.mp4,0,18877
,78,25,-1,1,6,109,asllex,train,https://youtu.be/yi2gZ2Bhox0,0,67618
,80,25,-1,1,7,2,spreadthesign,train,https://media.spreadthesign.com/video/mp4/13/154574.mp4,0,18871
,16,25,-1,1,8,14,handspeak,train,https://www.handspeak.com/word/e/email-verb.mp4,0,18878
,62,25,-1,1,9,11,signingsavvy,val,https://www.signingsavvy.com/signs/mp4/4/4110.mp4,0,18879
,74,25,-1,1,10,11,signingsavvy,test,https://www.signingsavvy.com/signs/mp4/6/6014.mp4,0,18880
,272,25,-1,1,12,5,aslu,test,https://www.youtube.com/watch?v=ps1Uf6J_khw,0,18882
,277,25,-1,1,13,5,aslu,train,https://www.youtube.com/watch?v=QPKfFDenOPg,0,18883
end,0,25,1505,1469,0,9,asl5200,train,https://www.youtube.com/watch?v=2oaCeSdHG-A,0,19103
,309,25,-1,1,1,5,aslu,train,https://www.youtube.com/watch?v=Yc6gt7W3LM8,0,19117
,9,25,-1,1,2,24,aslpro,train,http://www.aslpro.com/main/e/end.swf,0,19118
,4,25,-1,1,3,8,spreadthesign,val,https://media.spreadthesign.com/video/mp4/13/456878.mp4,0,19109
,183,25,-1,1,4,12,aslsearch,train,http://www.aslsearch.com/signs/videos/end.mp4,0,19119
,669,25,-1,1,5,4,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20End%2C%20Complete%2C%20Over%2C%20Finished-Y8kF63nbYEc.mp4,0,19110
,63,25,-1,1,6,21,asldeafined,train,https://media.asldeafined.com/vocabulary/1468376103.2104.mp4,0,19111
,74,25,-1,1,7,14,handspeak,train,https://www.handspeak.com/word/e/end.mp4,0,19112
,74,25,-1,1,8,14,handspeak,val,https://www.handspeak.com/word/e/end-side.mp4,0,19113
,71,25,-1,1,9,11,signingsavvy,test,https://www.signingsavvy.com/signs/mp4/6/6062.mp4,0,19114
,74,25,-1,1,10,11,signingsavvy,test,https://www.signingsavvy.com/signs/mp4/6/6063.mp4,0,19115
,156,25,-1,1,11,5,aslu,train,https://www.youtube.com/watch?v=Yc6gt7W3LM8,0,19116
enter,0,25,1968,1939,0,9,asl5200,train,https://www.youtube.com/watch?v=2oaCeSdHG-A,0,19325
,135,25,6200,6074,1,121,northtexas,train,https://www.youtube.com/watch?v=VwejDy96MzM,0,70146
,22,25,-1,1,2,44,aslpro,train,http://www.aslpro.com/main/e/enter.swf,0,19334
,222,25,-1,1,3,41,aslsearch,val,http://www.aslsearch.com/signs/videos/enter.mp4,0,19335
,59,25,-1,1,4,37,spreadthesign,train,https://media.spreadthesign.com/video/mp4/13/456903.mp4,0,19326
,187,25,-1,1,5,36,startasl,train,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/enter.mp4,0,19327
,76,25,-1,1,6,21,asldeafined,train,https://media.asldeafined.com/vocabulary/1468376534.3986.mp4,0,19328
,70,25,-1,1,7,20,handspeak,train,https://www.handspeak.com/word/e/enter.mp4,0,19329
,59,25,-1,1,8,10,signingsavvy,val,https://www.signingsavvy.com/signs/mp4/22/22257.mp4,0,19330
,257,25,-1,1,9,5,aslu,test,https://www.youtube.com/watch?v=4Vr7PfO6LHI,0,19331
,243,25,-1,1,10,5,aslu,test,https://www.youtube.com/watch?v=OpIL52odnrM,0,19332
,278,25,-1,1,11,5,aslu,train,https://www.youtube.com/watch?v=x9nC_9QylBA,0,19333
europe,0,25,2394,2332,0,9,asl5200,train,https://www.youtube.com/watch?v=2oaCeSdHG-A,0,19679
,60,25,-1,1,1,11,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/5/5725.mp4,0,19692
,295,25,-1,1,2,5,aslu,train,https://www.youtube.com/watch?v=TXRP_YqDi6Q,0,19693
,4,25,-1,1,3,24,aslpro,val,http://www.aslpro.com/main/e/europe.swf,0,19694
,41,25,-1,1,4,8,spreadthesign,train,https://media.spreadthesign.com/video/mp4/13/455230.mp4,0,19685
,95,25,-1,1,5,109,asllex,train,https://youtu.be/JrqeaM5paUI,0,67631
,161,25,-1,1,6,12,aslsearch,train,http://www.aslsearch.com/signs/videos/europe.mp4,0,19695
,389,25,-1,1,7,38,startasl,train,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/europe.mp4,0,19686
,477,25,-1,1,8,4,signschool,val,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Europe%202-2vse9YNrvw8.mp4,0,19687
,554,25,-1,1,9,4,signschool,test,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Europe-r3fEbElsKUQ.mp4,0,19688
,57,25,-1,1,10,21,asldeafined,test,https://media.asldeafined.com/vocabulary/1468377428.7389.mp4,0,19689
,32,25,-1,1,11,20,handspeak,train,https://www.handspeak.com/word/e/europe2.mp4,0,19690
event,0,25,2528,2492,0,9,asl5200,test,https://www.youtube.com/watch?v=2oaCeSdHG-A,0,19752
,296,25,-1,1,1,5,aslu,val,https://www.youtube.com/watch?v=Qi0fDvADXRQ,0,19767
,308,25,-1,1,2,5,aslu,train,https://www.youtube.com/watch?v=Z2SVUgyUxPk,1,19768
,0,25,-1,1,3,16,aslpro,test,http://www.aslpro.com/main/e/event.swf,1,19769
,164,25,-1,1,4,98,aslsignbank,train,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/EV/EVENT-1325.mp4,0,65647
,53,25,-1,1,5,37,spreadthesign,val,https://media.spreadthesign.com/video/mp4/13/455235.mp4,1,19760
,179,25,-1,1,6,12,aslsearch,train,http://www.aslsearch.com/signs/videos/event.mp4,1,19770
,36,25,-1,1,7,37,spreadthesign,train,https://media.spreadthesign.com/video/mp4/13/455236.mp4,0,19761
,107,25,-1,1,8,21,asldeafined,train,https://media.asldeafined.com/vocabulary/1468377571.9766.mp4,0,19762
,31,25,-1,1,9,20,handspeak,train,https://www.handspeak.com/word/e/event.mp4,0,19763
,67,25,-1,1,11,11,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/6/6205.mp4,0,19765
,58,25,-1,1,12,11,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/9/9018.mp4,1,19766
exchange,0,25,3079,3023,0,9,asl5200,train,https://www.youtube.com/watch?v=2oaCeSdHG-A,0,20137
,24,25,-1,1,1,20,handspeak,train,https://www.handspeak.com/word/e/exchange.mp4,0,20144
,53,25,-1,1,2,11,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/14/14028.mp4,0,20145
,59,25,-1,1,3,11,signingsavvy,val,https://www.signingsavvy.com/signs/mp4/8/8890.mp4,0,20146
,52,25,-1,1,4,11,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/8/8891.mp4,0,20147
,13,25,-1,1,5,24,aslpro,train,http://www.aslpro.com/main/e/exchange.swf,0,20148
,213,25,-1,1,6,41,aslsearch,train,http://www.aslsearch.com/signs/videos/exchange.mp4,0,20149
,24,25,-1,1,8,8,spreadthesign,val,https://media.spreadthesign.com/video/mp4/13/455576.mp4,0,20139
,643,25,-1,1,10,4,signschool,test,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Trade%2C%20Exchange%202-Rdy6C3yWU9g.mp4,0,20141
,690,25,-1,1,11,4,signschool,test,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Trade%2C%20Exchange-mrIg6AlheOY.mp4,0,20142
,35,25,-1,1,12,21,asldeafined,train,https://media.asldeafined.com/vocabulary/1468378472.7557.mp4,0,20143
experience,0,25,3322,3280,0,9,asl5200,train,https://www.youtube.com/watch?v=2oaCeSdHG-A,0,20374
,0,25,-1,1,1,25,aslpro,train,http://www.aslpro.com/main/e/experience.swf,0,20385
,179,25,-1,1,2,12,aslsearch,train,http://www.aslsearch.com/signs/videos/experience.mp4,0,20386
,180,25,-1,1,3,90,aslsignbank,val,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/EX/EXPERIENCE-789.mp4,0,65659
,80,25,-1,1,4,19,elementalasl,train,https://elementalaslconcepts.weebly.com/uploads/2/4/4/5/24454483/experience.mov,0,20378
,97,25,-1,1,5,109,asllex,train,https://youtu.be/rhlK_RrPVkw,0,67635
,79,25,-1,1,6,2,spreadthesign,train,https://media.spreadthesign.com/video/mp4/13/91392.mp4,0,20379
,39,25,-1,1,7,21,asldeafined,train,https://media.asldeafined.com/vocabulary/1468379311.5071.mp4,0,20380
,161,25,-1,1,8,34,asldeafined,val,https://media.asldeafined.com/vocabulary/1546573444.2169.mp4,0,20381
,60,25,-1,1,9,20,handspeak,test,https://www.handspeak.com/word/e/experience.mp4,0,20382
,57,25,-1,1,10,10,signingsavvy,test,https://www.signingsavvy.com/signs/mp4/23/23200.mp4,0,20383
,99,25,-1,1,11,5,aslu,train,https://www.youtube.com/watch?v=m03M4FcaC9Q,0,20384
face,0,25,90,24,0,9,asl5200,train,https://www.youtube.com/watch?v=lWaQxL25Aew,0,20693
,43,25,-1,1,1,20,handspeak,train,https://www.handspeak.com/word/f/face.mp4,0,20703
,61,25,-1,1,4,11,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/9/9612.mp4,0,20706
,251,25,-1,1,6,5,aslu,val,https://www.youtube.com/watch?v=vToOzx3lsVQ,0,20708
,155,25,-1,1,7,98,aslsignbank,train,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/FA/FACE-1375.mp4,0,65668
,145,25,-1,1,8,98,aslsignbank,train,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/FA/FACE-1376.mp4,0,65669
,60,25,-1,1,9,2,spreadthesign,train,https://media.spreadthesign.com/video/mp4/13/91398.mp4,0,20699
,22,25,-1,1,10,16,aslpro,train,http://www.aslpro.com/main/f/face.swf,0,20709
,231,25,-1,1,12,41,aslsearch,val,http://www.aslsearch.com/signs/videos/face.mp4,0,20711
,582,25,-1,1,13,4,signschool,test,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Appearance%2C%20Face-9N504J6SXGE.mp4,0,20700
,614,25,-1,1,14,4,signschool,test,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Face%20copy-PeQLdvjfrSE.mp4,0,20701
,86,25,-1,1,15,21,asldeafined,train,https://media.asldeafined.com/vocabulary/1468462653.920.mp4,0,20702
fail,0,25,220,178,0,9,asl5200,train,https://www.youtube.com/watch?v=lWaQxL25Aew,0,20792
,138,25,4275,4156,1,121,northtexas,train,https://www.youtube.com/watch?v=RaTg-FuhCmY,0,70100
,224,25,-1,1,2,41,aslsearch,train,http://www.aslsearch.com/signs/videos/fail.mp4,0,20801
,52,25,-1,1,3,94,aslsignbank,val,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/FA/FAIL-594.mp4,0,65672
,59,25,-1,1,4,37,spreadthesign,train,https://media.spreadthesign.com/video/mp4/13/455618.mp4,0,20793
,447,25,-1,1,5,4,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Fail-ZIHE2gTtSAo.mp4,0,20794
,73,25,-1,1,6,21,asldeafined,train,https://media.asldeafined.com/vocabulary/1468462924.8824.mp4,0,20795
,58,25,-1,1,7,14,handspeak,train,https://www.handspeak.com/word/f/fail.mp4,0,20796
,70,25,-1,1,8,11,signingsavvy,val,https://www.signingsavvy.com/signs/mp4/9/9404.mp4,0,20797
,307,25,-1,1,9,5,aslu,test,https://www.youtube.com/watch?v=9MI8ABNJepc,0,20798
,302,25,-1,1,10,5,aslu,test,https://www.youtube.com/watch?v=H0M84NM6rw8,0,20799
,1,25,-1,1,11,25,aslpro,train,http://www.aslpro.com/main/f/fail.swf,0,20800
feed,0,25,1028,936,0,9,asl5200,train,https://www.youtube.com/watch?v=lWaQxL25Aew,0,21393
,200,25,85,1,1,113,lillybauer,train,https://www.youtube.com/watch?v=J7bsYpcMqOY,0,68582
,212,25,-1,1,2,41,aslsearch,train,http://www.aslsearch.com/signs/videos/feed.mp4,0,21417
,533,25,-1,1,3,4,signschool,val,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Feed-wqa_NFnOK3I.mp4,0,21408
,91,25,-1,1,4,21,asldeafined,train,https://media.asldeafined.com/vocabulary/1468463977.5294.mp4,0,21409
,57,25,-1,1,5,14,handspeak,train,https://www.handspeak.com/word/f/feed.mp4,0,21410
,89,25,-1,1,6,10,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/23/23273.mp4,0,21411
,82,25,-1,1,7,11,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/7/7423.mp4,0,21412
,74,25,-1,1,8,11,signingsavvy,val,https://www.signingsavvy.com/signs/mp4/7/7424.mp4,0,21413
,352,25,-1,1,9,5,aslu,test,https://www.youtube.com/watch?v=kbsIHVA4oY8,0,21414
,330,25,-1,1,10,5,aslu,test,https://www.youtube.com/watch?v=WMBf9Le-FMw,0,21415
,23,25,-1,1,11,24,aslpro,train,http://www.aslpro.com/main/f/feed.swf,0,21416
few,0,25,1218,1176,0,9,asl5200,train,https://www.youtube.com/watch?v=lWaQxL25Aew,0,21548
,83,25,-1,1,1,11,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/7/7948.mp4,0,21557
,362,25,-1,1,2,5,aslu,train,https://www.youtube.com/watch?v=1NajyFDqZho,0,21558
,353,25,-1,1,3,5,aslu,val,https://www.youtube.com/watch?v=jU6JOj4UucI,0,21559
,51,25,-1,1,5,37,spreadthesign,train,https://media.spreadthesign.com/video/mp4/13/455646.mp4,0,21551
,101,25,-1,1,6,109,asllex,train,https://youtu.be/K5j_WJsthY0,0,67652
,397,25,-1,1,7,7,nabboud,train,https://www.youtube.com/watch?v=zMk164bbc24,0,21561
,23,25,-1,1,8,83,aslpro,train,http://www.aslpro.com/main/f/few.swf,0,21562
,214,25,-1,1,9,41,aslsearch,val,http://www.aslsearch.com/signs/videos/few.mp4,0,21563
,426,25,-1,1,10,38,startasl,test,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/few.mp4,0,21552
,101,25,-1,1,12,21,asldeafined,test,https://media.asldeafined.com/vocabulary/1468493277.1784.mp4,0,21554
,123,25,-1,1,13,20,handspeak,train,https://www.handspeak.com/word/f/few.mp4,0,21555
flag,0,25,1711,1645,0,9,asl5200,train,https://www.youtube.com/watch?v=lWaQxL25Aew,0,22269
,0,25,-1,1,1,72,aslpro,train,http://www.aslpro.com/main/f/flag.swf,0,22279
,155,25,-1,1,2,12,aslsearch,train,http://www.aslsearch.com/signs/videos/flag.mp4,0,22280
,160,25,-1,1,3,94,aslsignbank,val,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/FL/FLAG-460.mp4,0,65739
,63,25,-1,1,4,19,elementalasl,train,https://elementalaslconcepts.weebly.com/uploads/2/4/4/5/24454483/flag.mov,0,22272
,94,25,-1,1,5,109,asllex,train,https://youtu.be/wX3nAn_EbyQ,0,67669
,44,25,-1,1,6,37,spreadthesign,train,https://media.spreadthesign.com/video/mp4/13/455688.mp4,0,22273
,101,25,-1,1,7,21,asldeafined,train,https://media.asldeafined.com/vocabulary/1468512478.2795.mp4,0,22274
,71,25,-1,1,8,20,handspeak,val,https://www.handspeak.com/word/f/flag.mp4,0,22275
,91,25,-1,1,9,11,signingsavvy,test,https://www.signingsavvy.com/signs/mp4/8/8241.mp4,0,22276
,307,25,-1,1,10,5,aslu,test,https://www.youtube.com/watch?v=EkskxmFHGBA,0,22277
,379,25,-1,1,11,5,aslu,train,https://www.youtube.com/watch?v=zu9WVXM4_AM,0,22278
food,0,25,2344,2282,0,9,asl5200,train,https://www.youtube.com/watch?v=lWaQxL25Aew,0,22739
,355,25,-1,1,1,117,aslbrick,train,http://aslbricks.org/New/ASL-Videos/food.mp4,0,69330
,105,25,-1,1,2,109,valencia-asl,train,https://www.youtube.com/watch?v=EhU8iSsKPI0,0,68052
,154,25,346,273,3,121,northtexas,val,https://www.youtube.com/watch?v=jDCw7stJaM4,0,70058
,49,25,-1,1,4,0,spreadthesign,train,https://media.spreadthesign.com/video/mp4/13/74992.mp4,0,22743
,237,25,-1,1,5,36,startasl,train,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/food.mp4,0,22744
,268,25,-1,1,6,52,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/SignSchool%20Food.mp4,0,22745
,109,25,-1,1,7,21,asldeafined,train,https://media.asldeafined.com/vocabulary/1468513144.2894.mp4,0,22746
,65,25,-1,1,8,20,handspeak,val,https://www.handspeak.com/word/f/food.mp4,0,22747
,82,25,-1,1,9,11,signingsavvy,test,https://www.signingsavvy.com/signs/mp4/14/14883.mp4,0,22748
,28,25,-1,1,10,16,aslpro,test,http://www.aslpro.com/main/f/food.swf,0,22749
,193,25,-1,1,11,12,aslsearch,train,http://www.aslsearch.com/signs/videos/eat.mp4,0,22750
for,0,25,2434,2385,0,9,asl5200,train,https://www.youtube.com/watch?v=lWaQxL25Aew,0,22836
,144,25,6460,6354,1,121,northtexas,train,https://www.youtube.com/watch?v=WGfiiDgrq1I,0,70273
,155,25,-1,1,2,12,aslsearch,train,http://www.aslsearch.com/signs/videos/for.mp4,0,23000
,110,25,-1,1,3,94,aslsignbank,val,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/FO/FOR-135.mp4,0,65756
,480,25,-1,1,4,4,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20For-kltMrxkxDJw.mp4,0,22993
,87,25,-1,1,5,109,asllex,train,https://youtu.be/RVEhF9vh9BA,0,67675
,24,25,-1,1,6,21,asldeafined,train,https://media.asldeafined.com/vocabulary/1468513257.8825.mp4,0,22994
,69,25,-1,1,7,20,handspeak,train,https://www.handspeak.com/word/f/for.mp4,0,22995
,40,25,-1,1,8,11,signingsavvy,val,https://www.signingsavvy.com/signs/mp4/9/9373.mp4,0,22996
,60,25,-1,1,9,5,aslu,test,https://www.youtube.com/watch?v=9TDUyj91G7E,0,22997
,208,25,-1,1,10,5,aslu,test,https://www.youtube.com/watch?v=9TDUyj91G7E,0,22998
,17,25,-1,1,11,16,aslpro,train,http://www.aslpro.com/main/f/for.swf,0,22999
form,54,25,-1,1,0,37,spreadthesign,test,https://media.spreadthesign.com/video/mp4/13/456358.mp4,0,23042
,61,25,-1,1,1,14,handspeak,train,https://www.handspeak.com/word/f/form-apply.mp4,0,23047
,52,25,-1,1,3,11,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/1/1587.mp4,0,23049
,73,25,-1,1,4,10,signingsavvy,test,https://www.signingsavvy.com/signs/mp4/22/22337.mp4,1,23050
,81,25,-1,1,5,10,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/22/22338.mp4,1,23051
,259,25,-1,1,7,5,aslu,train,https://www.youtube.com/watch?v=K3jVXZm_PFQ,1,23053
,15,25,-1,1,8,24,aslpro,train,http://www.aslpro.com/main/f/form.swf,1,23054
,178,25,-1,1,9,12,aslsearch,train,http://www.aslsearch.com/signs/videos/fix.mp4,1,23055
,170,25,-1,1,10,12,aslsearch,train,http://www.aslsearch.com/signs/videos/form.mp4,0,23056
,649,25,-1,1,11,32,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Frame%202-aJaYGpr0g0I.mp4,0,23043
,71,25,-1,1,13,21,asldeafined,val,https://media.asldeafined.com/vocabulary/1468513555.1670.mp4,0,23045
,78,25,-1,1,14,21,asldeafined,val,https://media.asldeafined.com/vocabulary/1468513584.6685.mp4,1,23046
freeze,0,25,2985,2939,0,9,asl5200,train,https://www.youtube.com/watch?v=lWaQxL25Aew,0,23439
,69,25,-1,1,1,72,aslpro,train,http://www.aslpro.com/main/f/freeze.swf,0,23450
,223,25,-1,1,2,41,aslsearch,train,http://www.aslsearch.com/signs/videos/ice.mp4,0,23451
,155,25,-1,1,3,94,aslsignbank,val,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/FR/FREEZE-580.mp4,0,65779
,84,25,-1,1,4,19,elementalasl,train,https://elementalaslconcepts.weebly.com/uploads/2/4/4/5/24454483/freeze.mov,0,23442
,63,25,-1,1,5,2,spreadthesign,train,https://media.spreadthesign.com/video/mp4/13/154647.mp4,0,23443
,570,25,-1,1,6,4,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Freeze%2C%20Frozen-7wap9oPLqjI.mp4,0,23444
,44,25,-1,1,7,21,asldeafined,train,https://media.asldeafined.com/vocabulary/1468665092.1568.mp4,0,23445
,56,25,-1,1,8,20,handspeak,val,https://www.handspeak.com/word/f/freeze2.mp4,0,23446
,60,25,-1,1,9,20,handspeak,test,https://www.handspeak.com/word/f/freeze.mp4,0,23447
,85,25,-1,1,10,11,signingsavvy,test,https://www.signingsavvy.com/signs/mp4/7/7950.mp4,0,23448
,313,25,-1,1,11,65,nabboud,train,https://www.youtube.com/watch?v=oeJhgSKJv98,0,23449
friday,0,25,3082,3036,0,9,asl5200,train,https://www.youtube.com/watch?v=lWaQxL25Aew,0,23541
,163,25,1643,1537,1,121,northtexas,train,https://www.youtube.com/watch?v=sErq0TJMKEo,0,70027
,42,25,-1,1,2,14,handspeak,train,https://www.handspeak.com/word/f/friday.mp4,0,23546
,81,25,-1,1,4,11,signingsavvy,val,https://www.signingsavvy.com/signs/mp4/6/6021.mp4,0,23548
,352,25,-1,1,6,5,aslu,train,https://www.youtube.com/watch?v=ed00ZvaLeo4,0,23550
,151,25,-1,1,7,94,aslsignbank,train,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/FR/FRIDAY-558.mp4,0,65781
,98,25,-1,1,8,109,asllex,train,https://youtu.be/maSirPyEQ7o,0,67690
,26,25,-1,1,9,54,aslpro,train,http://www.aslpro.com//main/f/friday_13th.swf,0,23551
,62,25,-1,1,12,37,spreadthesign,val,https://media.spreadthesign.com/video/mp4/13/456371.mp4,0,23542
,402,25,-1,1,13,38,startasl,test,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/friday.mp4,0,23543
,521,25,-1,1,14,3,signschool,test,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Friday-H9vlB0A119o.mp4,0,23544
,127,25,-1,1,15,21,asldeafined,train,https://media.asldeafined.com/vocabulary/1468514179.4506.mp4,0,23545
front,122,25,4007,3895,1,121,northtexas,train,https://www.youtube.com/watch?v=F5Wef1_PtLk,0,70163
,0,25,-1,1,3,24,aslpro,train,http://www.aslpro.com/main/f/front.swf,0,23672
,175,25,-1,1,4,12,aslsearch,train,http://www.aslsearch.com/signs/videos/front.mp4,0,23673
,153,25,-1,1,5,94,aslsignbank,val,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/FR/FRONT-138.mp4,0,65786
,18,25,-1,1,6,37,spreadthesign,train,https://media.spreadthesign.com/video/mp4/13/456375.mp4,0,23664
,52,25,-1,1,7,109,asllex,train,https://youtu.be/86TZftf98zc,0,67695
,299,25,-1,1,8,38,startasl,train,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/front.mp4,0,23665
,511,25,-1,1,9,4,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Front%20Redo-W3mBRT_DJeA.mp4,0,23666
,399,25,-1,1,10,3,signschool,val,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Front-ihtOWVTDdoM.mp4,0,23667
,16,25,-1,1,11,21,asldeafined,test,https://media.asldeafined.com/vocabulary/1468514312.2057.mp4,0,23668
,0,25,-1,1,12,20,handspeak,test,https://www.handspeak.com/word/f/front.mp4,0,23669
,46,25,-1,1,13,11,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/14/14001.mp4,0,23670
giraffe,0,25,719,670,0,9,asl5200,train,https://www.youtube.com/watch?v=YdHKN_wHZqo,0,24580
,12,25,-1,1,1,16,aslpro,train,http://www.aslpro.com/main/g/giraffe.swf,0,24588
,157,25,-1,1,2,12,aslsearch,train,http://www.aslsearch.com/signs/videos/giraffe.mp4,0,24589
,137,25,-1,1,3,106,aslsignbank,val,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/GI/GIRAFFE-1878.mp4,0,65816
,82,25,-1,1,4,109,asllex,train,https://youtu.be/vxXfHCjMLvI,0,67708
,52,25,-1,1,5,37,spreadthesign,train,https://media.spreadthesign.com/video/mp4/13/456445.mp4,0,24581
,194,25,-1,1,6,36,startasl,train,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/giraffe.mp4,0,24582
,622,25,-1,1,7,6,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Giraffe-0HFDIQrgx98.mp4,0,24583
,19,25,-1,1,8,21,asldeafined,val,https://media.asldeafined.com/vocabulary/1468548883.5088.mp4,0,24584
,68,25,-1,1,9,14,handspeak,test,https://www.handspeak.com/word/g/giraffe.mp4,0,24585
,64,25,-1,1,10,11,signingsavvy,test,https://www.signingsavvy.com/signs/mp4/7/7429.mp4,0,24586
,330,25,-1,1,11,67,nabboud,train,https://www.youtube.com/watch?v=zvCy8r0ZUgM,0,24587
god,0,25,1066,1014,0,9,asl5200,train,https://www.youtube.com/watch?v=YdHKN_wHZqo,0,24909
